"website","url","title","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/java-developer-microservicios-remoto-at-ust-espa%C3%B1a-2549104307,Java Developer (microservicios) (remoto),"¡Seguimos buscando talento…y nos encantaría que te unieras a nuestra familia!UST se preocupa por la seguridad de sus empleados y, ahora más que nunca dada la nueva situación, hemos reforzado nuestras operaciones. UST ofrece teletrabajo a los empleados y también otras modalidades de conciliación con las que podrás acumular suficiente tiempo para equilibrar tu vida personal y laboral. UST además, cree fuertemente en la Diversidad y la Inclusión como la forma de mejorar su fuerza de trabajo operacional, por lo que si tienes Certificado de Discapacidad, esta es tu empresa!Para que nos conozcas algo mejor, UST es una multinacional norteamericana certificada como Top Employer con más de 20.000 empleados a nivel global y con presencia en más de 25 países. Somos líderes en servicios de tecnología digital y proporcionamos soluciones tecnológicas de gran alcance a grandes compañías a través de proyectos end-to-end, consultoría y soluciones propias.¿Qué buscamos? Para nuestra área de SMART Experience Platforms estamos buscando incrementar nuestro equipo de Developers especializados en Java y Spring Boot. Los candidatos seleccionados formarán parte de nuestra área de proyectos de microservicios en el que trabajamos con proyectos de diferentes sectores (banca online, medios de comunicación, ...)Requisitos:Experiencia previa trabajando en proyectos con Java y Spring BootExperiencia trabajando e integrando APIs RESTful.Conocimiento de gestión de base de datosDominio de herramientas de control de versiones como GITDeseable y valorable: poseer certificado de discapacidad¿Qué te ofrecemos? Acceso gratuito a varias plataformas de formación para que tengas acceso a un amplio catálogo multidisciplinar.Estabilidad y carrera profesional dentro de nuestro Centro de Excelencia donde podrás participar dando cobertura a varios proyectos de la compañía.Entorno internacional y contacto directo con compañeros referentes en las tecnologías core de la compañía, con los que podrás compartir conocimientos.Tenemos implantado un plan de compensación de referencias internas del que podrás beneficiarte al referenciar profesionales que se incorporen a la compañía.Y además...23 días laborables de vacaciones y jornada intensiva en verano.Salario competitivo y beneficios sociales (tarjeta restaurante y seguro de accidentes).Programa de Retribución Flexible para que puedas adaptar tu retribución según tus intereses (cheques guardería, tarjeta transporte, clases de inglés online con profesores nativos, seguro médico…).Horario flexible y teletrabajo por proyecto, actualmente por la situación actual se ofrece jornada completa con teletrabajo y otras medidas de conciliación.Tarifa plana con los gimnasios que tú elijas, cerca de tu domicilio o de las oficinas.Fruta en la oficina.Te damos vacaciones los días de Nochebuena y Nochevieja.Si quieres conocer más, no dudes en inscribirte y nos pondremos en contacto contigo para ampliarte información de la posición, ¡te estamos esperando!",España,UST España,Algo de responsabilidad,Jornada completa,Servicios y tecnologías de la información ,Tecnología de la información,2021-05-18 15:48:47,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/legal-director-madrid-spain-at-finders-sa-2549106085,Legal Director - Madrid Spain,"Client:An independent power producer dedicated to developing, building, owning and operating clean and green global power infrastructures. Their multiple facilities produce electricity from clean-burning natural gas and renewable resources such as wind, solar and efficient natural gas. Still a mid-sized company, it is growing rapidly and has ambitious plans for yet further growth in the years to come. European headquarters are in Germany, with offices and facilities worldwide with several assets in both wind and solar in Spain.Position:The Legal Director is responsible for the overall legal support of the companies in Spain. This includes legal support, with the support of external counsel as appropriate, during the development, construction and operation phases of the different renewable energy projects, as well as the acquisition and financing of such projects. The Legal Director will also be providing legal support for company's general corporate needs in Spain, such as corporate governance and maintenance, compliance policies, and legal support to corporate functions such as IT and HR. The role is expected to grow in tandem with the company's growth in Spain. Profile:Spanish mother tongue with fluent EnglishQualified lawyer - Spain/InternationalPrevious experience in renewables/power production, if possible solar and windPrevious experience in M&A, contract negotiation and preparation, purchase and sales agreements, work contracts, JV agreementsFamiliar with working in complex matrix environments within an international company.","Madrid, Comunidad de Madrid, España",Finders SA,Director,Jornada completa,"Energía renovable y medio ambiente,Petróleo y energía",Legal,2021-05-18 15:48:58,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/project-developer-%E2%80%93-europe-at-wrs-worldwide-recruitment-solutions-2541777052,Project Developer – Europe ,"Project Developer – Europe Full time | Permanent Opportunity Remote – UK, Spain, Italy, Greece, Germany, Netherlands etc. The chance to work with one of the most attractive employers within Bavaria offering the best career opportunities in a growing international market. WRS are seeking a Project Developer to work remotely across Europe, taking charge and assisting current projects outside of Germany.An individual experienced in the implementation of acquisitions to secure property rights for renewable energy projects, as well as developing relationships with stakeholders (local authorities, grid companies, landowners, and regulatory agencies across areas of interest.Your tasks: Project management of utility-scale renewable (Solar) energy projects within the development portfolio across Europe.Implementation of acquisitions to secure property rights for renewable energy projects.Presentation and presentation of project plans.Execution of negotiations of lease, usage, permit, and urban development contracts.Developing relationships with stakeholders (local authorities, grid companies, landowners, regulatory agencies) to reduce the risk and cost associated with the planning process.Development of a project structure and coordination of the project planning.Liaising and manage external consultants for planning services, where required.Recording and optimization of project costs.Your qualifications:Successfully completed studies in the field of renewable energies or comparable trainingMany years of experience in the field of photovoltaicsIn-depth knowledge of project management as well as a commercial, technical, and legal understanding of the project.Confident handling of MS Office programsAnalytical skills as well as a responsible and independent way of workingVery good knowledge of English.Applicants must be currently based in Europe, speak fluent English, and be available for international travel when required.",España,WRS - Worldwide Recruitment Solutions,No corresponde,Jornada completa,"Construcción,Energía renovable y medio ambiente,Consultoría de estrategia y operaciones","Gestión,Estrategia/planificación,Desarrollo empresarial",2021-05-18 15:48:07,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/ecommerce-manager-at-awwg-2549100780,Ecommerce  Manager,"We are expanding our digital team!We are a leading fashion company with brands such as Pepe Jeans, Hackett London and Façonnable.Digitalization is one of our top priorities. We want to connect with our consumers at all levels and digitalization is key to achieve that. If you believe in the digital-first philosophy this opportunity is for you!Who are we looking for?Digital professionals that are passionate, dynamic, open-minded, ambitious and positive, and wants to embrace AWWG culture. Analytical thinking and digital skills are key for the roles.What you will do?-Act as a main point of contact and maintain close relationships with the channels by providing guidance and sharing information when required (e.g. market/product insights, financial Key Performance Indicators)-Consult the various channels in strategic/tactical projects, including business cases, market entry, set-up and branding of E-commerce site-Managing sales, marketing campaigns and various promotions, and new product launches across all E-commerce channels-Collaborating with designers, data analysts, content specialists in the design, development, and implementation of website updates and integrations-Monitoring and overseeing the planning and development of E-commerce projects to ensure the targets are met in accordance with deadlines-Create a strategy for whitelisting of additional wholesale partners-Gain actionable content & sales insights from all channels & wholesale partners regarding buys and seasonal performance-Responsible for managing, training and developing the E-commerce teamWhere? MadridRequisitos:Wat you will bring?-Advanced level of Excel-Good level of Power Point is required-Experience in Fashion / Beauty would be appreciated-Knowledge of ecomm platform (especially Salesforce)-Project, team management and communication skills-Comprehensive knowledge of current and future trends and advancements in E-commerce industry-Commercial awareness-Bigger picture view-Strong analytical skills with the ability to deliver insights that drive solutions and strategies​-Strong communication and collaboration skills, fluent in English & Spanish-Strong team building and developer of people-Strong planning, organizational and process management skills-Proven ability to collaborate broadly with flexible, positive attitude and ability to get resultsWhat do we offer?-Collaborative environment-An inclusive, equal opportunity & multicultural work environment.-Permanent contract-Discount on the brands of the Group","Madrid, Comunidad de Madrid, España",AWWG,Intermedio,Jornada completa,Industria textil y moda,Análisis,2021-05-18 15:47:15,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/programa-talento-castilla-la-mancha-y-andaluc%C3%ADa-at-ence-energ%C3%ADa-y-celulosa-2549101773,Programa Talento Castilla La Mancha y Andalucía,"En Ence apostamos por el Talento joven y para ello contamos con un programa de becas que brinda a los universitarios recién titulados la oportunidad de iniciar su carrera profesional participando activamente en nuestros procesos y proyectos empresariales en las distintas áreas que componen nuestra empresa.Si eres recién titulado universitario o acabas de terminar un posgrado, podrás poner en práctica toda la teoría adquirida en tus estudios, aprendiendo y desarrollando día a día tus habilidades y competencias acompañado de profesionales especialistas que contribuirán a dar una visión práctica a tu formación.Inscríbete en nuestro Programa Talento para poder participar en nuestros procesos de selección.Localización y titulación requerida:La Loma (Jaén) – 1 plaza para estudiantes de Ingeniería industrial, eléctrica o mecánica.Villarta de San Juan (Ciudad Real) – 1 plaza para estudiantes de Ingeniería industrial, eléctrica o mecánica.Huelva – 1 plaza para estudiantes de Ingeniería industrial, eléctrica o mecánica.Puertollano (Ciudad Real)- 1 plaza para estudiantes de ADE o Finanzas y Contabilidad.Requisitos:Ser titulado universitario, o estar cursando último año de carrera/master postgrado compatible con la realización de las prácticas.Haber finalizado la titulación universitaria en los últimos 3 años.Ser menor de 30 años.No haber desempeñado trabajo profesional remunerado relacionado con la titulación, bajo ninguna modalidad de contratación.Contar con la titulación requeridaTitulaciones para las distintas becas:Graduados en Ingeniería Industrial, Eléctrica o Mecánica.Doble Grado en Ingeniería Eléctrica e Ingeniería Energética.Graduados en ADE.Grado en Finanzas y Contabilidad.Máster en Finanzas.Jornada beca: 35 horas semanales (8-15h)Ayuda Beca: 700 € brutos/mensualesFecha de inicio: Junio 2021","Castilla-La Mancha, España",Ence - Energía y Celulosa,,Prácticas,,,2021-05-18 15:47:22,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/video-editor-and-production-assistant-internship-at-transperfect-2549103533,Video Editor and Production Assistant Internship,"This is an opportunity for someone who would like to become a proficient video editor and that is interested in learning all about the video production process. You will be part of a unique Creative Team within TransPerfect that offers creative solutions to clients and other internal departments from concept to delivery. The intern will support the team with creative brainstorming sessions, carrying on administrative tasks, media management and video editing. Main responsibilities: Support the Creative Content Producer by scheduling calls/meetings, taking notes, creating follow-up emails, collaborate to create client proposals and creative strategies. Support the film crew as required during film shoots.Assist our Video Editor creating and preparing Premier projects, string outs and 1st Drafts.Media management, proxies creation and organizing the server following the stablished structure.Research footage, music and other assets needed in the production.Take care of all production documents such as location and personal releases, location permits, licenses, contact lists, call sheets, production schedules, etc. Essential skills and experience required:  Be able to sign an internship agreement with your UniversityBe enrolled in the last year of your studiesFilm school or Communication degree or certificateEditing experience on Premier Pro and experience working with the Creative Cloud, especially Premiere, Media EncoderExcellent written and verbal English and Spanish communication skills, other languages would be an assetExcellent creative skills and a great eye for detailStrong interpersonal skills & effective time managementGood communication skillsProactive, can-do attitudeAdditional essential requirements:Be enrolled with a University that can provide an internship agreement for the duration of the internshipBe available for a 6 monthsBe able to work full time (40 hours per week)Be eligible to undertake an internship in this location (either with EU nationality or a student visa)Don’t miss out on your chance to join our diverse team of professionals in the industry’s leading company. We are offering you: A dynamic and multicultural working environment that fosters teamwork and limitless learningContemporary offices in the heart of the cityFinancial compensation towards internship-related expensesA start date as soon as possible, with initial flexibility regarding WFH in light of the current situationFree tea & coffee plus fresh fruit deliveries 4 days a weekDiscounts in nearby restaurants and gymsTeam outings and fundraising events","Barcelona, Cataluña, España",TransPerfect,Prácticas,Jornada completa,Traducción y localización,Administración,2021-05-18 15:46:28,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/jefe-a-de-proyecto-at-altia-2555239972,Jefe/a de proyecto,"🔊 Continuamos ampliando nuestros equipos y por ello buscamos un Jefe/a de Proyecto para liderar varios proyectos europeos en inglés, es necesario tener al menos 3 años de experiencia gestionando equipos. 📍 España¿Qué buscamos? Amplia experiencia gestionando equipos bajo tecnologías web Java y de Servicios Web.Experiencia reportando progreso, riesgos, y realizando planificaciones.Disponibilidad para desplazamientos puntuales (Galicia y Portugal)Nivel alto de inglés (B2), hablado y escrito.¿Qué valoramos?Experiencia en proyectos con agencias europeas.¿Qué podemos ofrecerte?Un ambiente de trabajo colaborativo Plan de CarreraPlan de FormaciónRetribución Flexible¿Conectamos? Para más información no dudes en contactarme a través de Linkedin o en el correo 📧 irene.carames@altia.es",España,Altia,,Jornada completa,,,2021-05-18 15:46:35,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/customer-service-technician-l3-at-vincle-2541774373,Customer Service Technician L3,"¡Gracias por interesarte en esta oportunidad laboral de Vincle! ¡Te explicamos!  Estamos buscando a un/a  Customer Service Technician L3 con un mínimo de 3 años de experiencia en Java y SQL.   Dentro del equipo de Business Continuity, el/la Customer Service Technician L3 (o CS Technician L3) se responsabiliza del análisis y resolución de aquellas incidencias que, por su alta complejidad, no pueden ser resueltas desde el equipo de Customer Support. Para ello, identifica los casos de uso que generan problemas de calidad y prepara el trabajo para que sea solucionado por parte del equipo de desarrollo cuando proceda.     El/la Customer Service Tecnician L3 es, por tanto, el perfil más técnico existente en la rama de atención al cliente.     Además de todo lo anterior, el/la Customer Service Tecnician L3 colabora con los Solution Analyst y Tech Leaders de Business Continuity en el desarrollo de evolutivos de baja-media complejidad liderados desde el área. Por otro lado, participa activamente durante el traspaso de clientes al Área de Continuidad de Negocio, responsabilizándose del proceso de auditoría y comunicando al equipo de proyecto responsable toda anomalía detectada que deba ser subsanada. Finalmente, es responsable (junto con los Solution Analyst y Tech Leaders de Business Continuity) de ejecutar servicios “añadidos” al servicio Customer Support como las formaciones de refuerzo anuales u otros servicios que pudieran añadirse al porfolio de servicios en un futuro.    Si tienes al menos 3 años de experiencia y conocimientos de programación en JAVA, eres capaz de leer e interpretar código fuente para la resolución y comprensión de incidentes y posees conocimientos de SQL, no dudes en inscribirte.  Ofrecemos  Contrato indefinido  Formación continua  Planes de carrera  Seguro medico privado  Formación deseada  Grado superior en informática de gestión.  Ingenieria en informática, informática de gestión o áreas afines.    Además de en Barcelona, personas residentes en Madrid o Cádiz también serán consideradas al disponer de oficinas en esas ciudades.  ¿Te apuntas?","Barcelona, Cataluña, España",VINCLE,Intermedio,Jornada completa,"Servicios y tecnologías de la información ,Consultoría de estrategia y operaciones",Tecnología de la información,2021-05-18 15:45:42,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/responsable-de-marketing-at-maquinaria-gimeno-2548596983,RESPONSABLE DE MARKETING,"Se busca persona creativa, ágil y con iniciativa propia que se responsabilizará de la optimización del posicionamiento de la empresa en los canales digitales, según las directrices estratégicas de marca y comunicación estipuladas por la dirección. Funciones:- Desarrollar la página web de la empresa:Diseñar e implantar la estrategia digital de la página web, optimizando su posicionamiento SEO y SEM en los mercados objetivo.Realizar la gestión y mantenimiento de contenido (texto, imágenes, vídeos).Llevar a cabo el seguimiento y control de la analítica web: medición de resultados, elaboración de informes, etc., proponiendo las mejoras que considere en función de estos. -Crear la estrategia y acciones en redes sociales, e implantar las acciones correspondientes:Determinar los objetivos y KPI’s de las redes sociales de la empresa.Realizar, editar y lanzar los contenidos en redes sociales (texto, imágenes, vídeos)Llevar a cabo el seguimiento y análisis periódico de los resultados y de las interacciones con los usuarios, preparación de reports y recomendación de acciones de mejora.- Buscar nuevos canales de venta y foros especializados, ampliando las bases de datos de potenciales clientes.-Crear, lanzar y gestionar mailings digitales, monitorizando sus resultados, realizando los informes correspondientes y planteando las mejoras que considere para la obtención de los objetivos planteados.- Realización, maquetación y actualización de presentaciones corporativas, catálogos, así como cualquier otro documento o formato que se le solicite.-Mantenimiento, ampliación y actualización de la base de datos de la empresa. Además, deberá de estar en completa sincronía, con las acciones de marketing offline del departamento y aportar dichos valores al mundo online.Requisitos:Estudios de Marketing digital y Community Manager.Conocimientos en desarrollo de páginas web, seguimiento y control de la analítica web, gestión de redes sociales, así como elaboración y seguimiento de mailings digitales.Conocimientos en maquetación y edición de contenido gráfico y audiovisual.Mínimo 2 años de experiencia en puesto similar, realizando creación y mantenimiento de páginas web, estrategias de optimización del posicionamiento SEO y SEM, fidelización, mailings digitales, gestión y desarrollo de redes sociales, seguimiento de KPI’s y realización de informes.Nivel alto de inglés.Nivel medio de francés.","Silla, Comunidad Valenciana / Comunitat Valenciana, España",Maquinaria Gimeno,,Jornada completa,,,2021-05-18 15:44:50,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/director-camping-resort-director-de-area-catalu%C3%B1a-at-michael-page-2541776137,Director Camping/Resort  & Director de Area Cataluña,"Buscamos un Director/a de Establecimiento para un Camping / Resort de categoría superior con proyección a corto plazo a ser responsable de la zona de Cataluña con la dirección y gestión de la apertura de nuevos establecimientos.  Detalles del clienteCadena de establecimientos vacacionales con producto de modalidad camping-resort en proceso de expansión. Descripción de la ofertaCon Reporte a la Dirección General, el candidato/a se responsabilizará de: Responsable del correcto funcionamiento de la operativa de los diferentes resorts. Inicialmente dos y posteriores apertura con el soporte de Subdirectores. Garantizar la satisfacción de los clientes con la consecución de los objetivos y la correcta implementación de los estándares y procesos marcados por la compañía. Coordinación de los diferentes departamentos del resort. Gestión y dirección de los equipos y sus planes de formación. Responsable del análisis y gestión económico financiera de los resorts con reporting al Comité de Dirección. Gestión de Presupuestos. Desarrollo de planes ejecutivos y estratégicos de la zona, para el futuro crecimiento del grupo, como el análisis de nuevas oportunidades de negocio. Interlocución con instituciones, medios, y asociaciones de la zona en representación de la empresa.  Perfil del candidatoPrevia experiencia y/o conocimiento de la Costa de Catalana.Imprescindible experiencia en modelos de negocio como Resorts, hoteles o complejos vacacionales.Experiencia en gestión de establecimientos con grandes operativas e varios puntos de F&BExperiencia en cadenas donde se trabaje con procesos operativos y estándares de calidad.Buen nivel de Inglés. Muy valorable buen nivel de Catalán.Oferta de empleoOportunidades de carrera y desarrollo profesionalDesired Skills and ExperiencePrevia experiencia y/o conocimiento de la Costa de Catalana.Imprescindible experiencia en modelos de negocio como Resorts, hoteles o complejos vacacionales.Experiencia en gestión de establecimientos con grandes operativas e varios puntos de F&BExperiencia en cadenas donde se trabaje con procesos operativos y estándares de calidad.Buen nivel de Inglés. Muy valorable buen nivel de Catalán.","Barcelona, Cataluña, España",Michael Page,Director,Jornada completa,Hostelería,Gestión,2021-05-18 15:40:01,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/talent-acquisition-specialist-1-year-contract-at-schneider-electric-2549103266,Talent Acquisition Specialist - 1 year contract,"We are looking for a passionate recruiter willing to join our South European Team in Barcelona or Madrid for a for project of 1 year time, in order to reinforce and grow our People Strategy in the Iberian Zone to hire top talent for our company, by implementing the best practices for recruitment, assessment as well as leveraging our employee value proposition in the market.You will be responsible for piloting the full recruitment processes for a variety of roles within our company. Reporting to the Talent Acquisition Manager, you will be responsible for the following tasks:Manage full recruitment process in close cooperation with HR Business Partners, Hiring Managers and the talent management team, including carrying out profile briefing meetings, advising on search strategy and process, writing and posting job advertisements, screening incoming applications and proactively sourcing candidates, conducting first interviews, scheduling interviews, maintaining effective administration of the recruitment process and candidate tracking, providing feedback to candidates through the recruitment process, acting as a point of contact for hiring manager, candidates, and HR Business Partners in all matters concerning recruitment.Grow Talent Acquisition added value function thanks to partnering with main stakeholders.Help increase the recruitment effectiveness and continuously improve our KPIs.Contribute to tools and process improvement projects.PROFILEUniversity degree in HR, Management, Business Administration or related fieldAt least 2+ years experience in recruitment in a challenging recruiting environment with a focus on international and digital roles.Strong sourcing expertise using internet job boards, especially LinkedIn.Experience with different sourcing channels, including digital technologies/AICustomer focus, excellent communication skills, ability to work in a remote and matrix environment, accountability, follow-through, and detailed orientation are key competenciesSuccessfully able to manage multiple on-going projectsExcellent English skillsAt Schneider Electric we believe energy should be available for everyone and at every moment. To get to know us a better link here :https://www.youtube.com/watch?v=YtExntUe89c&t=2s","Barcelona, Cataluña, España",Schneider Electric,Algo de responsabilidad,Temporal,Servicios y tecnologías de la información ,Recursos humanos,2021-05-18 15:43:58,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/camarer%40-at-papi%E2%80%99s-grill-2549104055,Camarer@,"Empresa lider en sector hostelería selecciona camarer@ con experiencia.Requisitos:Disponibilidad HorariaIdiomas: Español, Ingles","Las Palmas de Gran Canaria, Canarias, España",Papi’s Grill,,Jornada completa,,,2021-05-18 15:43:08,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/trade-marketing-specialist-de-retail-restauraci%C3%B3n-organizada-at-page-personnel-2541776159,Trade Marketing Specialist de Retail / Restauración Organizada,"Empresa de Retail/Restauración Organizada líder en su sector y en fuerte desarrollo, busca Trade Marketing Specialist basada en Madrid. Detalles del clienteEmpresa de Retail/Restauración Organizada líder en su sector y en fuerte desarrollo.Descripción de la ofertaReportando al Brand Marketing Manager, el Trade Marketing Specialist se encargará de:Dar apoyo en la elaboración, implantación y seguimiento del plan de marketing en los puntos de venta de la marca en España, tanto propios como franquiciados.Seguimiento de objetivos de ventas para desarrollar planes de acción adhoc para incrementar la facturación.Análisis de los principales kpi's de la marca (ventas, product mix…) para detectar oportunidades de crecimiento a través de los diferentes canales de venta (local, delivery…)Soporte en el seguimiento e implantación de las acciones promocionales.Definir la estrategia de Trade Marketing y dar soporte a los diferentes franquiciados.Perfil del candidatoEl Trade Marketing Specialist contará con:3-4 años de experiencia como Trade Marketing Specialist en el sector de Restauración Organizada o Retail.Fuerte capacidad analítica, tratamiento de KPIs…Experiencia transversal con diferentes departamentos y/o agencias.Facilidad de comunicación profesional.Ubicación en Madrid.Disponibilidad de viajes en España con alta carga en zona centro.Inglés para un futuro desarrollo internacional. Oferta de empleoOportunidades de carrera y desarrollo profesionalDesired Skills and ExperienceEl Trade Marketing Specialist contará con:3-4 años de experiencia como Trade Marketing Specialist en el sector de Restauración Organizada o Retail.Fuerte capacidad analítica, tratamiento de KPIs…Experiencia transversal con diferentes departamentos y/o agencias.Facilidad de comunicación profesional.Ubicación en Madrid.Disponibilidad de viajes en España con alta carga en zona centro.Inglés para un futuro desarrollo internacional.","Madrid, Comunidad de Madrid, España",Page Personnel,Intermedio,Jornada completa,Venta al por menor,Marketing,2021-05-18 15:41:17,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/manager-software-development-at-accelya-group-2549101632,Manager - Software Development,"Job DescriptionJob PurposeAs a Software Development Manager, you will be responsible for overseeing and coordinating the people, resources and processes required to deliver new software or upgrade existing products. You will may take a hands-on role in software development. Our products span multiple technologies in a multi-tier architecture. The key transformational objective is to evolve these systems into a Micro-Services platform implementation while continuing to maintain Business Sustenance.What will you do? Develop and prepare best software development team. Guide and coach software engineers Establish standards and processes along with best practices for delivery of scalable and high-quality software. Understand how products would add value to respective businesses Ensure top quality design reviews attaining business goals. Supervise resource allocation to assure business and personnel development goals. Manage and execute software development projects from beginning to finish. Evaluate projects, develop and update schedules plus supervise project status. What do you need to know? Strong Technical background in software development (Java, C, C++ or C# + some frontend experience)Proven experience of leading teamProven ability of tackling challenging projectsExperience of working and managing in an Agile environmentHighly knowledgable in engineering processes and methodologies acrossExperience with unit testing and end to end testingQualifications: A bachelor’s degree (in engineering or a related subject) What do we offer? Flexible working hoursMeal vouchersSmart working: possibility to work from homeTraining Courses and WorkshopsHealthy lifestyle (fresh fruit, yoga classes, etc)Work-life balanceExcellent, dynamic and multicultural environmentOrganizationAccelya is a leading global provider of technology products and services to the travel and transport industry. Founded in 1976, Accelya delivers financial, commercial, cargo and analytics solutions designed for a world on the move. Formed through the merger of Accelya and Mercator, Accelya provides the mission-critical solutions that account for and manage more than 5 billion financial transactions and 75 million tons of cargo annually. Accelya serves as a strategic partner to more than 400 airlines, travel agents and shippers.","Madrid, Comunidad de Madrid, España",Accelya Group,Intermedio,Jornada completa,"Marketing y publicidad,Servicios y tecnologías de la información ,Software","Ingeniería,Tecnología de la información",2021-05-18 15:41:25,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/analyst-i-accounting-taxation-at-accelya-group-2548599659,Analyst I - Accounting & Taxation,"Job DescriptionAs an Analyst I - Accounting & Taxation, you will assist the Accounting department with data entry, processing, and recording transactions, updating the ledger, assisting with audits or fact-checking, and preparing budgets and reports. What will you do?  Provide support to the accounting department Assist general accounting activities, including the preparation, maintenance and reconciliation of ledger accounts and financial statements such as balance sheets, profit-and-loss statements, and capital expenditure schedules Process and record accounting transactions and ensures the integrity of accounting records for completeness, accuracy and compliance with accepted accounting policies and principles Prepares tax records, returns, reports and other related materials Assist with audits, fact checks, and resolving discrepancies Provide secretary support to the office such as answer phone calls, manage shipping by courier and process document filing. What do you need to know?  Knowledgeable in Microsoft Office Tools such as Excel, Word, Power point, etc. Experience in handling accounting systems such as SAP, ORACLE, etc. Good communication skills – written, oral, interpersonal. Ability to work well with Teams to deliver Team Objectives. Any Graduate Degree in Finance & Accounting or equivalent What do we offer?  Flexible working hours Meal vouchers Smart working: possibility to work from home some days Training Courses and Workshops Healthy lifestyle (fresh fruit, yoga classes, etc) Work-life balance Excellent, dynamic and multicultural environmentOrganizationAccelya is a leading global provider of technology products and services to the travel and transport industry. Founded in 1976, Accelya delivers financial, commercial, cargo and analytics solutions designed for a world on the move. Formed through the merger of Accelya and Mercator, Accelya provides the mission-critical solutions that account for and manage more than 5 billion financial transactions and 75 million tons of cargo annually. Accelya serves as a strategic partner to more than 400 airlines, travel agents and shippers.","Barcelona, Cataluña, España",Accelya Group,Sin experiencia,Jornada completa,"Marketing y publicidad,Servicios y tecnologías de la información ,Software","Contabilidad/Auditorías,Finanzas",2021-05-18 15:40:35,2021-05-18 16:00:00
linkedin,https://es.linkedin.com/jobs/view/full-stack-senior-symfony-reactjs-at-setesca-2548599644,Full Stack Senior (Symfony ReactJS),"Empresa fintech situada en Barcelona de gestión patrimonial cuya tecnología desarrollada nos permite crear una política de inversión personalizada.Es en el departamento técnico y más concretamente en el Equipo Web donde necesitamos un desarrollador senior que nos ayude a seguir mejorando nuestro proyecto. Nuestro departamento crea y mantiene la web que da servicio a nuestros clientes.Tecnologías IMPRESCINDIBLES:SymfonyReactJSTecnologías Deseables:SQLConocimientos requeridos:Experiencia con React (Redux)Experiencia con PHP (Symfony)Javascript / HTML / CSSLess / SassConocimientos en implementación de APIsExperiencia con: scrum, testing, code review y documentaciónConocimientos deseados:Estar interesado en adquirir conocimientos de DevOps o haber trabajado con AWS y DockerTrabajar bien tanto de manera autónoma como en equipoPerfil deseado:Buscamos un full stack senior que pueda asumir parte de la responsabilidad del desarrollo en el equipo web. Necesitamos que tenga experiencia en las dos tecnologías que usamos principalmente: React y Symfony. Como punto a destacar, buscamos a una persona responsable y que pueda sentirse suya parte de la toma de decisiones dentro de los proyectos del equipo web.","Barcelona, Cataluña, España",SETESCA,Intermedio,Jornada completa,Servicios financieros,"Ingeniería,Tecnología de la información",2021-05-18 15:40:46,2021-05-18 16:00:00
